agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A0880,"Privacy-Preserving Innovation: DPDP Act, Synthetic Data and the Future of Financial Services",2026-09-11,11:10,11:50,The Studio,Panel Discussion,"Synthetic Data, Privacy-Preserving AI, Financial Innovation",Synthetic Data;Privacy-Preserving AI;Financial Innovation,public,false,"As data protection requirements evolve, financial institutions are exploring privacy-preserving approaches such as synthetic data, federated learning and secure data-sharing models to support innovation without compromising customer privacy. This session will examine how these technologies can enable AI development, risk modelling, fraud simulation and product testing in a DPDP-compliant manner, while addressing questions of data quality, governance, accountability and regulatory oversight.",Sanket Nayak;Fred Bruggink,"Sanket Nayak, Co-Founder, Digio;Fred Bruggink, VP, Commercial, Tala",Rohan Bagai,"Rohan Bagai, Senior Partner, AZB & Partners",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,36ff33f6-5997-4c43-bc81-daae7d77d1ed,2026,6a7c768116afc6a8747c9a6b
A0831,End-to-End AI in Credit: Faster Underwriting & Smarter Collections,2026-09-11,11:30,12:10,Lotus 1,Panel Discussion,"AI Lending, Smart Underwriting, Intelligent Collections",AI Lending;Smart Underwriting;Intelligent Collections,public,false,"End-to-end AI in credit leverages advanced analytics and automation across the entire lending lifecycle from underwriting to collections. It enables faster, more accurate credit decisions and improves risk assessment using real-time data. Additionally, AI-driven collections enhance recovery rates through predictive insights and personalized borrower engagement.",Amitava Chatterjee;Rajneesh Karnatak,"Amitava Chatterjee, Managing Director & CEO, J&K Bank;Rajneesh Karnatak, Managing Director & CEO, Bank of India",Bhavin Patel,"Bhavin Patel, CEO & Co-Founder, LenDenClub",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,f831ce58-056d-435e-9eab-25c898088e30,2026,6a7c768116afc6a8747c9a6e
A1142,Graph AI for Real-Time Fraud Detection: Building Intelligent Financial Networks,2026-09-11,11:30,12:10,Cube,Masterclass,"Graph AI, Fraud Detection, Mule Networks",Graph AI;Fraud Detection;Mule Networks,public,false,"As fraud networks become increasingly sophisticated, Graph AI is transforming the way financial institutions detect and disrupt illicit activity in real time. This masterclass will explore how Graph Neural Networks (GNNs) uncover hidden relationships between accounts, identify mule networks and fraud rings, and strengthen AML and fraud detection through real-time risk analytics. Participants will gain practical insights into building intelligent financial networks that improve detection accuracy, reduce false positives, and enable proactive financial crime prevention.",Disha Dubey,"Disha Dubey, Senior AI Engineer, NVIDIA",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,83c888cc-393f-4381-a636-2c076f28d40e,2026,6a7c768116afc6a8747c9a6c
A1148,Future of Tokenization,2026-09-11,11:30,12:10,Hall 103,Masterclass,"Tokenization, AI Security, Digital Trust",Tokenization;AI Security;Digital Trust,public,false,"How willTokenization is emerging as a foundational technology for securing digital transactions, protecting sensitive data, and enabling trusted digital experiences. As AI becomes increasingly embedded in financial services, the role of tokenization is expanding beyond payments to identity, authentication, data privacy, and intelligent transaction security. This masterclass will explore how tokenization is evolving in the age of AI, the technologies driving its next phase, and its role in building secure, scalable, and privacy-preserving financial ecosystems. tokenization evolve in the age of AI ?",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4e61cf1b-270e-4531-9bbc-d00b25814a04,2026,6a7c768116afc6a8747c9a6d
A0487,AI in Asset Management: From Portfolio Construction to Investor Engagement,2026-09-11,11:40,12:20,Lotus 3,Panel Discussion,"AI in Asset Management, Investor Engagement, Risk Analytics",AI in Asset Management;Investor Engagement;Risk Analytics,public,false,"AI is reshaping asset management across the investment value chain, from portfolio construction and risk analytics to research, distribution and personalised investor engagement. This session will explore how asset managers can use AI to improve decision-making, enhance investor journeys, strengthen risk management and scale advisory models responsibly. The discussion will also examine regulatory implications around transparency, explainability, suitability, data governance and investor protection as AI becomes increasingly embedded in capital markets.",Deepak Shenoy;Akshay Sapru;Pravin Jadhav;Gaurav Mathur,"Deepak Shenoy, Founder & CEO, Capitalmind Mutual Fund;Akshay Sapru, Group CEO, FundsIndia;Pravin Jadhav, Founder, Raise;Gaurav Mathur, Founder and CEO, Digital Gold India",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,46cda377-985e-46f2-91c7-27b6b569f941,2026,6a7c768116afc6a8747c9a75
A0668,Trusted. Connected. Compliant: Enabling the Future of Cross-Border Finance,2026-09-11,11:40,12:20,Hall 204 A&B,Panel Discussion,"Cross-Border Finance, Compliance, Digital Identity",Cross-Border Finance;Compliance;Digital Identity,public,false,"Creating standardized, cross-border digital identity credentials (like the Universal Trusted Credential). Navigating different regional privacy frameworks while fighting illicit finance.",Mattia Musetti,"Mattia Musetti, Head of Business Development, Luxembourg for Finance",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e36b7050-0c57-45a8-beb4-b5935125efc2,2026,6a7c768116afc6a8747c9a71
A0698,India's Digital Banking Revolution: Balancing Innovation & Trust,2026-09-11,11:40,12:20,Hall 205 A&B,Panel Discussion,"Digital Banking, Trusted AI, Cyber Resilience",Digital Banking;Trusted AI;Cyber Resilience,public,false,"As digital banking and AI accelerate, we stand at the forefront of a financial transformation. But with AI-driven automation, deepfake threats, and hyper-personalized services, how do banks strike the right balance between innovation and security",Paritosh Kashyap;Sandeep Batra;Subrat Mohanty;Vikram Sahu,"Paritosh Kashyap, Executive Director, Kotak Mahindra Bank;Sandeep Batra, Managing Director - Wealth & Personal Banking, Hongkong & Shanghai Banking Corporation;Subrat Mohanty, Executive Director, Axis Bank;Vikram Sahu, CEO & Country Executive, Bank of America",Sriram Venkateswaran,"Sriram Venkateswaran, Director (Engineering), Google",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,9ad89266-4a7c-4e0a-8029-14f94b1f14f0,2026,6a7c768116afc6a8747c9a72
A0738,"Building Compliant, Scalable Businesses with Evolving Regulations",2026-09-11,11:40,12:20,Hall 206 A&B,Panel Discussion,"Payment Aggregators, Compliance & Governance",Payment Aggregators;Compliance & Governance,public,false,"India's Payment ecosystem is entering a new phase as the with a unified framework for online, physical, and cross-border payment aggregation. As compliance expectations evolve beyond licensing to continuous governance, aggregators must build resilient operating models that combine streamlined merchant onboarding, robust risk management, intelligent fraud controls, secure escrow operations, and scalable compliance. This session explores how payment companies are transforming regulatory requirements into a competitive advantage while preparing for the next generation of digital commerce through stronger governance, operational resilience, and trusted payment infrastructure.",Amit Kumar;Vaibhav Tambe;Narendra Babu,"Amit Kumar, CTO & Executive Director, Easebuzz;Vaibhav Tambe, CEO and Co-Founder, TBX;Narendra Babu, Cheif Technology Officer, PayU Payments",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,17bf1af3-f9f2-4a0b-88b8-59b632e5e140,2026,6a7c768116afc6a8747c9a73
A1007,Tokenisation of Small Savings Instruments & Gold: Unlocking Liquidity for Bharat,2026-09-11,11:40,12:20,Lotus 2,Panel Discussion,,,public,false,"Small savings instruments remain a trusted store of value for millions, yet they are largely illiquid and underleveraged. This panel explores how tokenisation can transform instruments like KVP, NSC, and PPF into digitally tradable, collateralizable assets. By integrating with fintech and digital public infrastructure, tokenisation can unlock credit access, enhance liquidity, and deepen financial inclusion—while addressing regulatory, security, and investor protection considerations for scalable adoption.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,2ed68a40-72df-4eb0-8389-eada5f0136db,2026,6a7c768116afc6a8747c9a74
A1018,From POCs to Profit: Scaling AI Innovation for Enterprise Value,2026-09-11,11:40,12:20,Hall 202,Panel Discussion,"Enterprise AI, AI at Scale, Business Value",Enterprise AI;AI at Scale;Business Value,public,false,"This session explores how organizations can move beyond pilot AI projects to deliver measurable business impact at scale. It focuses on overcoming challenges in integration, governance, and ROI tracking to turn innovation into sustainable value. Leaders will share strategies for embedding AI across core operations and aligning it with business goals. The discussion highlights how to drive enterprise-wide adoption while ensuring efficiency, profitability, and long-term success.",Joydeep Dutta Roy;Saravanakumar A,"Joydeep Dutta Roy, Executive Director, Indian Overseas Bank;Saravanakumar A, Managing Director & CEO, BOBCARD",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,a04acb62-6e44-4d8d-b30d-18732bea2ab9,2026,6a7c768116afc6a8747c9a70
A1034,Cyber Secure Finance: Building Trust in India's Digital Economy,2026-09-11,11:40,12:20,Hall 102,Panel Discussion,Policy,Policy,public,false,,Aditya Singh;Balaji Koustubha,"Aditya Singh, Chief Executive Officer, TapFin;Balaji Koustubha, Founder and CEO, CredResolve",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,92b8af43-db0b-4bc1-8349-4834fd6d3afa,2026,6a7c768116afc6a8747c9a6f
A0291,Building the Foundations of a Developed India,2026-09-11,11:45,12:15,Jasmine 3,Keynote Address,"Viksit Bharat, Policy & Innovation, Inclusive Growth",Viksit Bharat;Policy & Innovation;Inclusive Growth,public,false,"The journey towards Viksit Bharat requires resilient institutions, trusted infrastructure, and continuous innovation. This keynote will explore the role of government, industry, and technology in creating the foundations for sustained economic prosperity and inclusive growth.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,ea5568a5-c3a7-418c-82a5-874dae55eb57,2026,6a7c768116afc6a8747c9a76
A0857,"Shaping the Next Wave— How Industry, Research and Regulation are Evolving Together",2026-09-11,12:00,12:45,The Studio,Panel Discussion,"Collaborative Innovation, Research Ecosystem, Responsible Innovation",Collaborative Innovation;Research Ecosystem;Responsible Innovation,public,false,"This discussion will explore how partnerships between accelerators, innovation labs, research institutions, and industry have evolved over the past five years, what distinguishes successful fintech-academia collaborations from those that fall short, and how emerging technologies such as agentic AI, tokenisation, and privacy-preserving computation are transitioning from research to real-world financial applications. The panel will also discuss the unresolved challenges that industry and ecosystem builders must tackle together, as well as the role of regulators in enabling an environment where applied innovation can scale responsibly, securely, and with meaningful impact.",Rajappa Tadepalli,"Rajappa Tadepalli, CEO, ASPIRE - IITB Research Park Foundation",Tim Mathews,"Tim Mathews, Co-Founder & CEO, Finsall",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,d9f8c5c2-4a99-46ab-99ea-2b85bb4194cb,2026,6a7c768116afc6a8747c9a77
A1144,Masterclass by Sarvam AI,2026-09-11,12:15,12:55,Cube,Masterclass,"Generative AI, AI Agents, Enterprise AI",Generative AI;AI Agents;Enterprise AI,public,false,"Generative AI is redefining how financial institutions build products, engage customers, and automate operations. This masterclass by Sarvam AI will explore the next frontier of enterprise AI, with a focus on multilingual large language models, AI agents, and domain-specific AI applications for banking and financial services. Participants will gain practical insights into building secure, scalable, and responsible AI solutions that enhance customer experiences, improve productivity, and accelerate innovation across India's financial ecosystem.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,7ec94bd4-f0dd-4e77-9338-4033a2c20031,2026,6a7c768116afc6a8747c9a78
A1149,Cryptography based on Hardness of Lattices,2026-09-11,12:15,12:55,Hall 103,Masterclass,"Cryptography, Quantum Threat",Cryptography;Quantum Threat,public,false,"This masterclass will introduce the fundamentals of lattice-based cryptography and its role in developing secure systems for the post-quantum era. The session will explore the mathematical foundations of hard lattice problems, their application in modern cryptographic schemes, and why lattice-based approaches are emerging as a promising foundation for securing digital infrastructure against future quantum threats.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,663033c9-9f76-41c9-b8f5-6ec8e9ac868a,2026,6a7c768116afc6a8747c9a79
A1156,Showcase of Tech Initiatives in Securities Market SEBI,2026-09-11,12:15,12:55,Lotus 1,Technology Showcase,"Market Innovation, SupTech, Investor Protection",Market Innovation;SupTech;Investor Protection,public,false,"The Securities and Exchange Board of India (SEBI) has been driving technology-led transformation to strengthen market integrity, improve investor protection, and enhance regulatory efficiency. This showcase will present key technology initiatives that are modernizing India's securities markets, including innovations in market infrastructure, supervisory technology (SupTech), digital onboarding, surveillance, data analytics, and investor services. The session will highlight how technology is building more transparent, resilient, and efficient capital markets.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,9084af8e-f922-44c0-845e-dde1e48036e8,2026,6a7c768116afc6a8747c99cf
A0756,"Tap, Token, Transact: Building the Future of Intelligent Merchant Payments",2026-09-11,12:30,13:10,Hall 205 A&B,Panel Discussion,"payment infrastructure, Payment Aggregators",payment infrastructure;Payment Aggregators,public,false,"As digital commerce accelerates, merchant payments are evolving beyond transaction processing into intelligent, secure, and seamless payment experiences. AI-powered payment orchestration, tokenisation, intelligent authentication, NFC and offline payments, and unified merchant acceptance are enabling businesses to deliver frictionless checkout across online and offline channels. As payment networks, fintechs, acquirers, gateway providers, and identity technology leaders collaborate to modernise merchant infrastructure, the next generation of growth will be driven by higher authorization rates, lower fraud, smarter routing, and unified commerce experiences. This session explores how innovations in merchant acceptance, payment orchestration, tokenisation, AI, and resilient payment infrastructure are redefining the future of intelligent merchant payments.",Ishan Sharma;Mannoj Varma;Rahul Ayyappan;Shobhit Mehra,"Ishan Sharma, Head of Sales and Business Development, Juspay Technologies;Mannoj Varma, Director, Lyra Network;Rahul Ayyappan, Co-founder & CTO, Finacus Solutions;Shobhit Mehra, Founder & CEO, BoxPay",Kumar Abhishek,"Kumar Abhishek, Founder & CEO, ToneTag",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,8f8af8d2-b0b5-4ce4-a611-28ddb16af6d5,2026,6a7c768116afc6a8747c9a7d
A0989,Overcoming the Digital Divide: Reducing Cash Dependence,2026-09-11,12:30,13:10,Hall 204 A&B,Panel Discussion,,,public,false,,Praveen Regmi,"Praveen Regmi, Chief Executive Officer, IME Khalti",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,99a3ae58-1b84-4c0f-b9a0-a54128b9c33a,2026,6a7c768116afc6a8747c9a7c
A0993,Vernacular AI: Breaking Language Barriers in Digital Payments,2026-09-11,12:30,13:10,Lotus 3,Panel Discussion,,,public,false,Using datasets like BhashaDaan to train voice-to-text payment systems. Implementing AI translation models across diverse linguistic regions like South America and Africa.,Javier Salinas;Sharad Gulhar,"Javier Salinas, President, Fintech Association of Peru;Sharad Gulhar, Executive Vice President, SEA, Pine Labs",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,58f1cd71-093d-412b-a157-299936033376,2026,6a7c768116afc6a8747c9a7e
A1130,"Building the Financial System of the Future: Trusted, Connected and Resilient",2026-09-11,12:30,13:00,The Grand Theatre,Fireside Chat,"Cross-Border Trust, Trust & Technology, Financial Systems",Cross-Border Trust;Trust & Technology;Financial Systems,public,false,"Very closely aligned with the GFF2026 narrative and gives him room to cover AI, payments, infrastructure, cyber resilience and regulation.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,cfab564d-766f-44e8-bb14-0773a8b93e42,2026,6a7c768116afc6a8747c9a7f
A1131,From Access to Outcomes: The Next Chapter of WealthTech,2026-09-11,12:30,13:10,Hall 202,Panel Discussion,"WealthTech, Investor Outcomes, AI Investing",WealthTech;Investor Outcomes;AI Investing,public,false,"India's investment revolution has brought millions of first-time investors into formal financial markets. As the ecosystem matures, the focus is shifting from access and distribution to helping investors achieve better financial outcomes. This session explores how WealthTech platforms are leveraging technology, data, AI and personalised advice to drive long-term wealth creation, improve investor behaviour and build trust at scale",Viram Shah;Aditya Agarwal;Biju Raj;Manish Hingar,"Viram Shah, Founder & CEO, Vested Finance;Aditya Agarwal, Co-founder, Wealthy.in;Biju Raj, COO and Head of Strategy, Broadridge Financial Solutions;Manish Hingar, Founder & CEO, Fintoo",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,5ca212a1-f926-496c-bc22-094498f8a90a,2026,6a7c768116afc6a8747c9a7b
A0833,Agentic Collections: Can AI-Powered Agents Recover Debt Without Repeating the Industry's Past Mistakes?,2026-09-11,13:00,13:40,Lotus 1,Panel Discussion,"Agentic Collections, Responsible Lending, Customer Protection",Agentic Collections;Responsible Lending;Customer Protection,public,false,"AI-powered collections agents are opening new possibilities for borrower engagement through smarter reminders, personalised servicing and more structured negotiation journeys. This session will examine whether automation can improve recoveries while avoiding legacy concerns around harassment, opacity and poor customer treatment. The discussion will focus on compliance, accountability, consent, auditability, human oversight and borrower dignity as lenders build responsible AI-led collections models.",Varun Khullar,"Varun Khullar, Chief Revenue Officer, Yubi",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,7f1dcc35-3d5f-4a85-bdbe-1684021baa73,2026,6a7c768116afc6a8747c9a85
A0813,"Building the Future of Money: Resilience, Innovation and Public Trust",2026-09-11,13:10,13:40,The Grand Theatre,Fireside Chat,,,invite-only,true,"This fireside chat will bring together perspectives from the central banks of two leading global economies to discuss the future of money and the evolving financial landscape. The conversation will explore how policymakers are balancing innovation, financial resilience and public trust, while deliberating on the role of emerging technologies, regulatory frameworks and international cooperation in building secure, inclusive and future-ready financial systems.",,,Rajiv Anand,"Rajiv Anand, Managing Director & CEO, IndusInd Bank",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,804cde1f-80a2-474a-b15e-d4824b360fab,2026,6a7c768116afc6a8747c9a80
A1216,From Aspiration to Global Leadership: The Strategic Roadmap for GIFT City,2026-09-11,13:15,14:15,Hall 104 A&B,Closed Room Session,"GIFT City, International Financial Services, Global Financial Leadership",GIFT City;International Financial Services;Global Financial Leadership,invite-only,true,"As India positions itself as a leading global financial hub, GIFT City is emerging as a strategic gateway for international finance, innovation, and cross-border capital flows. This exclusive closed-door roundtable, jointly organised by GIFT City and NITI Aayog at Global FinTech Fest 2026, will convene a select group of policymakers, regulators, financial institutions, fintech leaders, investors, and industry experts to discuss the next phase of GIFT City's evolution. The dialogue will focus on strengthening India's international financial services ecosystem, enhancing global competitiveness, accelerating innovation, attracting international capital, and shaping a long-term strategic roadmap that positions GIFT City among the world's leading financial centres.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c128d348-4d18-4c16-8bcb-45debb1c5082,2026,6a7c768116afc6a8747c9a81
A0760,"Intelligent Payments Operations: AI, Automation and the Future of Payment Reliability",2026-09-11,13:20,14:00,Hall 205 A&B,Panel Discussion,"Intelligent Reconciliation, Dispute Resolution, Payment Reliability",Intelligent Reconciliation;Dispute Resolution;Payment Reliability,public,false,"As digital payment volumes continue to grow, payment providers are leveraging AI, automation, intelligent reconciliation, and resilient payment infrastructure to deliver reliable, secure, and seamless payment experiences. This session explores how technology is transforming payment operations—from merchant servicing and payment processing to dispute management and operational resilience—to build trust across the digital payments ecosystem.",Vasanth Jeyapaul;Maulik Joshi;Girish Pandey,"Vasanth Jeyapaul, Chief Executive Officer, CAMSPay;Maulik Joshi, Managing Director & CEO, Paynext Pvt Ltd;Girish Pandey, Director - Product Management, Meta",Debiprasad Sarangi,"Debiprasad Sarangi, Chief Executive Officer, IServeU Techonologies",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4a492c89-c314-47a6-8afb-3aafe2d84b1c,2026,6a7c768116afc6a8747c9a83
A0770,Intelligent Credit Management: From Risk Monitoring to Debt Resolution,2026-09-11,13:20,14:00,Hall 206 A&B,Panel Discussion,,,public,false,"This theme explores how advanced analytics, AI, and data-driven insights are transforming credit lifecycle management. It focuses on proactive risk monitoring, early warning systems, and personalized engagement strategies to minimize defaults. By integrating automation with smarter collections, lenders can enhance recovery rates while improving customer experience. Ultimately, it enables a seamless transition from risk identification to efficient and ethical debt resolution.",Lizzie Chapman;Pankaj Dinesh Gadgil;Sudipto Nag;Bipin Preet Preet Singh,"Lizzie Chapman, Co-founder, Baysys;Pankaj Dinesh Gadgil, MD & CEO, Aditya Birla Housing Finance;Sudipto Nag, Group Head & Chief Credit Officer, Axis Bank;Bipin Preet Preet Singh, Co-Founder, MD and CEO, MobiKwik",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,640a98d8-e4fe-42c5-92e0-65129ff22673,2026,6a7c768116afc6a8747c9a84
A0991,"Verification, Authentication, and the Future of Secure Payments",2026-09-11,13:20,14:00,Hall 204 A&B,Panel Discussion,,,public,false,"Verification of payee, biometrics, device intelligence, and digital IDs Customer friction versus fraud reduction What “good authentication” should look like in real time",RAJEEV HASNAH,"RAJEEV HASNAH, FIRST DEPUTY GOVERNOR, BANK OF MAURITIUS",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,b323a6eb-bf5c-4dc6-a82c-4f276769ac25,2026,6a7c768116afc6a8747c9a82
A1006,From Ind (IA → AI) Stack: Powering the Next Era of Digital Governance,2026-09-11,13:20,14:00,Lotus 3,Panel Discussion,"AI Governance, Digital Public Infrastructure",AI Governance;Digital Public Infrastructure,public,false,"India’s digital public infrastructure has transformed service delivery at scale; the next frontier lies in embedding AI into governance systems. This panel brings together leaders from MeitY, State Government AI teams and fintechs to explore how AI can enhance decision-making, automate workflows, and enable predictive, citizen-centric services. The discussion will examine data governance, interoperability, trust frameworks, and public-private collaboration required to build a secure, inclusive, and scalable AI-powered governance ecosystem.",Nitin Bhatnagar,"Nitin Bhatnagar, Regional Director - India, South Asia and Middle East, PCI Security Standards Council",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,25d70c0e-e43f-4ee5-aadf-b9bdb9eddc56,2026,6a7c768116afc6a8747c9a87
A1015,Frictionless Customer Onboarding with AI,2026-09-11,13:20,14:00,Lotus 2,Panel Discussion,"AI Onboarding, Digital KYC, Identity Verification",AI Onboarding;Digital KYC;Identity Verification,public,false,"This panel explores how banks are leveraging AI to simplify and accelerate customer onboarding while ensuring compliance and security. It covers innovations in digital KYC, identity verification, and real-time risk assessment that reduce drop-offs and enhance user experience. Bankers will share strategies to balance speed with regulatory requirements and fraud prevention. The discussion highlights how seamless onboarding can drive customer acquisition and long-term engagement.",Balaji Narayanamurthy;Indraneel Ajitkumar Pandit,"Balaji Narayanamurthy, Chief Data Officer, IndusInd Bank;Indraneel Ajitkumar Pandit, Chief Digital Officer, The Federal Bank",Krishna Bhyravajosyula,"Krishna Bhyravajosyula, Chief Product Officer, Perfios Software Solutions",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c933c793-0c51-40d4-bec7-1631317ce5cc,2026,6a7c768116afc6a8747c9a86
A0515,Building Agentic AI Solutions for the Next Generation of Banking,2026-09-11,13:30,14:30,Hall 103,Hackathon,"Agentic AI, Banking Innovation, AI Hackathon",Agentic AI;Banking Innovation;AI Hackathon,invite-only,true,"The future of banking will be powered by intelligent AI agents capable of autonomously assisting customers, streamlining operations, and delivering hyper-personalized financial experiences. This hackathon, hosted by the State Bank of India, invites fintechs and startups to build next-generation Agentic AI solutions that reimagine customer acquisition, digital onboarding, engagement, servicing, and financial advisory. Participants will showcase innovative, scalable solutions that enhance customer experience, improve operational efficiency, and accelerate AI-led transformation in banking.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,94bb03bf-2384-4d17-b9ff-1e4c57e30be4,2026,6a7c768116afc6a8747c9a88
A0835,AI-Powered Early Warning Systems: Protecting Portfolios & Driving Growth,2026-09-11,13:45,14:25,Lotus 1,Panel Discussion,"Credit Intelligence, Early Warning",Credit Intelligence;Early Warning,public,false,"This session explores how AI-powered early warning systems are transforming credit risk management by enabling timely detection of borrower stress. It highlights the use of transaction data, cash-flow analytics, and predictive models to drive proactive interventions. The discussion focuses on balancing risk mitigation with responsible lending, while ensuring trust, governance, and customer-centricity.",Murali Mohan Rao Manduva;Sanjeevan Nikhar,"Murali Mohan Rao Manduva, Chief Technology Officer, DCB Bank;Sanjeevan Nikhar, GCCO- Chief General Manager, Punjab National Bank",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c8808f3e-a13f-4490-8a27-851855a6f0c3,2026,6a7c768116afc6a8747c9a8d
A1133,Trusted Innovation: Shaping the Future of Finance,2026-09-11,13:45,14:15,Jasmine 3,Keynote Address,,,public,false,"As India's financial ecosystem enters its next phase of growth, trust, innovation, and resilience will be the cornerstones of sustainable progress. This keynote explores how collaborative regulation, digital public infrastructure, and responsible innovation are shaping the future of a secure, inclusive, and globally competitive financial ecosystem.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,0304f632-3b5a-413c-8647-f84e8e8626a4,2026,6a7c768116afc6a8747c9a89
A0493,"Shared Intelligence, Zero Data Exposure: Reinventing AI Collaboration in Banking",2026-09-11,14:10,14:50,Lotus 3,Panel Discussion,,,public,false,"Unlocking shared intelligence across banks and partners while preserving data ownership. Use cases where banks, fintechs, and networks collaborate to solve industry‑wide challenges",Anand Agarwal;Avinash Raghavendra;Mahesh Ramamoorthy,"Anand Agarwal, Executive Director, Head - Cash Product, India, Standard Chartered Bank;Avinash Raghavendra, President & CIO, Axis Bank;Mahesh Ramamoorthy, Chief Information Officer, YES Bank",George Sam,"George Sam, Co-founder & Business Head, Mindgate Solutions",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,cd9c2df2-eecd-4ed6-9c64-f7c653501db6,2026,6a7c768116afc6a8747c9a8f
A0764,From Payments to Credit: How AI is Transforming Lending Inside Digital Ecosystems,2026-09-11,14:10,14:50,Hall 205 A&B,Panel Discussion,"Embedded Lending, AI Credit, Digital Ecosystems",Embedded Lending;AI Credit;Digital Ecosystems,public,false,"AI-driven lending is transforming payments platforms and digital ecosystems into intelligent credit distribution networks. This session explores how transaction data, real-time decisioning, and embedded financial journeys are enabling faster, more contextual, and scalable lending while balancing trust, risk, and financial inclusion.",Akshay Mehrotra;Hitesh Sethia;Rajesh Saxena;Raul Rebello,"Akshay Mehrotra, MD & Group CEO, Fibe;Hitesh Sethia, Managing Director and Chief Executive Officer, JioFinance;Rajesh Saxena, CEO, Consumer Banking, Intellect Design Arena;Raul Rebello, CEO & MD, Mahindra & Mahindra Financial Services",Sandeep Ghule,"Sandeep Ghule, Co-founder, Credilio Financial Technologies",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,03c5b880-aec7-4402-bcfc-1d2de9d47230,2026,6a7c768116afc6a8747c9a8b
A1013,The Autonomous Layer in India Stack: How AI Powers the Next B2B Commerce Rail,2026-09-11,14:10,14:50,Lotus 2,Panel Discussion,,,public,false,"Examines the emergence of an autonomous, AI‑driven layer atop India Stack that enables real‑time decisioning, reconciliation‑free flows, and scalable B2B digital commerce.",Sivaramakrishnan Iswaran;Tejas Goenka,"Sivaramakrishnan Iswaran, CEO of Zoho Payment Technologies, and Global Head of Finance and Operations BU, Zoho;Tejas Goenka, Managing Director, Tally",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,dffbb1a4-b945-462e-a922-8161ea01f286,2026,6a7c768116afc6a8747c9a8e
A1044,"Fintech IPOs, M&A and the Next Wave of Exits",2026-09-11,14:10,14:50,Hall 206 A&B,Panel Discussion,"Capital Markets, M&A, Growth Capital",Capital Markets;M&A;Growth Capital,public,false,"As the ecosystem matures, investors are increasingly focused on liquidity and sustainable returns. The discussion examines whether IPOs, strategic acquisitions, secondary transactions and private equity buyouts will define the next phase of value creation for Indian fintech companies.",Apoorva Goyal;Chinmaya Golecha;Saravanan Nattanmai;Varun Malhotra,"Apoorva Goyal, Principal, Insight Partners;Chinmaya Golecha, Principal, PeakXV Partners;Saravanan Nattanmai, Managing Partner , Premji Invest;Varun Malhotra, Partner, Quona Capital",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e63a7fbc-393f-4c45-8685-47a8fc7c262b,2026,6a7c768116afc6a8747c9a8c
